customer_text,americanair_response,customer_tweet_id,response_tweet_id,predicted_intent
@AmericanAir The FAs on Flight 4625 from BOS-JFK were stellar! Two lovely ladies who were nothing but friendly and pleasant and treated everyone as if they were in FC. Such a nice flight.,"@143786 Our #AATeam is so fantastic! Please DM your record locator, we'd like to forward this.",124201,124200,Flight Disruption
@AmericanAir I did they couldn't fix it or move me as first was full - they told me to get in contact for Serice recovery...,"@143787 Please follow and DM your record locator, Peter. We'll forward your comments to our team to get that fixed.",124203,124205,Booking & Payment
@AmericanAir epic fail on flagship first LHR to NYC with broken IFE and controls for 8hr flight - not happy traveller here,"@143787 We're sorry to disappoint you, Peter. We're always wanting to provide you with the best technology available. Please let a crew member know.",124204,124202,Flight Disruption
"Your system refunded my money ($2500) back to the travel agent account ended with 1988, but the travel agent is not existing anymore, could you tell me what can i do now @AmericanAir","@143788 Please DM your record locator or ticket number, we'd like to take a closer look.",124207,124206,Baggage
"@AmericanAir Flight AA2376 from DAL to MSY delayed over two hours, rude staff, and a ruined Thanksgiving. Thanks AA! #Amairlinefails","@6985 You should be on your way in just a few minutes, thanks so much for your patience!",124209,124208,Other / General Support
Hi @AmericanAir DM!,"@143790 We see your DM, Diego. We'll reply to you there.",124213,124212,Refund & Compensation
40 minutes after landing flight 905 @AmericanAir  we are still waiting at baggage claim.  Why ???,"@143989 We're sorry for the wait, Mary. Our ground team is working to get everyone's bag off the flight and reunited to you as quickly as they can.",124914,124913,Baggage
"@AmericanAir Correct, after multiple phone calls, they protected us in Econ later. However, that doesn’t do anything to make this right. My girlfriend and  I missed Thanksgiving dinner with family 100% due to AA’s maintenance issues resulting in 6+ hours of delay.","@143990 Please meet us in DM, John. We'd like to review your reservation.",124916,124915,Flight Disruption
@AmericanAir Now at over 5 hours and still not even on a plane,@143990 We're so sorry for the wait. We see you're protected on the next available flight just in case.,124918,124917,Other / General Support
@AmericanAir the tradition continues.  The Shumaker Family Circus serving Thanksgiving meals to the great employees at PHX RES. #elevate #goingup https://t.co/N6r7V5ApCa,@143991 Our PHX Team really appreciates #TheShumakerFamilyCircus! We know they are #Thankful to your family!,124921,124920,Seats & Upgrades
"@AmericanAir Apparently we have different definitions of soon, since I'm still not on the plane and arrival is now 10pm.",@143789 We're sorry for the wait. Our team is working to get you #wheelsup as soon as possible.,124210,124922,Flight Disruption
"My in flight entertainment system is not working. Thanks @AmericanAir, you never cease to suck!","@144140 We're sorry about that, Mario. Please be sure to let a crew member know so we can get that fixed for you or locate another seat.",125481,125480,Check-in & Airport
Thankful for @AmericanAir and it’s excellent service on thanksgiving day #ourthanksgivingdinner https://t.co/VCDwxyIw18,@144141 We love to be able to keep our customers in #GoodSpirits during the holidays. Enjoy!,125484,125483,Baggage
@AmericanAir Right now flights from Memphis to Omaha are a bit pricey. Should they drop before Mar? My concert isn't until mar 8th.,@140501 You can always contact Reservations at 800-433-7300 for info on prices.,125486,125485,Onboard Services
"@AmericanAir, you made me a believer in Lost + Found - and the honesty of strangers! Can’t believe I got back the Kindle I forgot on a SKB-MIA flight three days ago! Thank you! https://t.co/8R9t2WDCPJ","@144142 We're glad we were able to reunite you with your items, Sarah! You're very welcome.",125488,125487,Flight Disruption
I need to find somewhere to go on @AmericanAir just to watch @144144 in the air!! https://t.co/bD6czlA5Xg,"@144143 To see what is currently showing on our flights, click here https://t.co/DrKXzwRGJN",125490,125489,Other / General Support
@AmericanAir sorry for the delay. Just DM'd the info. Thanks again #AATeam,@144328 We have it. You're very welcome.,126236,126235,Flight Disruption
shoutout to Christy (sp?) at .@AmericanAir customer service for helping me resolve a mileage based reservation issue of my doing #urock #thx,@144328 That’s so awesome and we’d love to share this with Christy. Please DM your record locator and tell us where she helped you from. #AATeam,126238,126237,Other / General Support
@AmericanAir The turkey has more legroom than the passengers.,@144329 We want our customers to be as comfy as possible. Did you ask our crew if you could move your seat for more legroom?,114058,126239,Flight Disruption
"@AmericanAir Continuing on the family theme, who better to spend Thanksgiving with than you, @AmericanAir ? Cheers all the way to London!","@144330 We feel the same way, you'll always be a part of our #fAAmily. Cheers and have a great trip.",126241,126240,Flight Disruption
@AmericanAir  https://t.co/n1pj4Krog6,"@144330 Yeah, we're definitely in! #AAfamily",126243,126242,Loyalty / AAdvantage
Landed early at LAX AND have a gate?! @AmericanAir - are we in love again?!,@144330 Did we just become #bff?,126245,126244,Flight Disruption
@AmericanAir No mention of holiday hours...weird considering flights are still going on https://t.co/jk7Qaxy12j,"@144493 We're truly sorry we missed your visit with us, Shawn. Hope to see you again in the near future.",126947,126946,Other / General Support
"@AmericanAir wtf, why is the admirals club at terminal C at DFW closed?? it's not 10:15...",@144493 We have holiday hours for today. Are the hours posted there at the club?,126949,126948,Other / General Support
@AmericanAir Now we are sitting on a plane we can't exit because only one crew working at MSY. Thanks for ruining Thanksgiving and any chance at a real dinner tonight. #AAairlinefails,@143789 We don't want to be the reason your Thanksgiving is ruined. Have you been rebooked? Please DM us your locator and we'll see if we can help.,124211,126950,Flight Disruption
"@AmericanAir #AATeam After 24 hours, status on my lost bag claim remains “has not yet been located”. Now, what is likely timeframe for recovery? Would prefer not to have to go day-to-day wondering and waiting what I need to replace.","@144494 Did you get a file number? If so, please DM it to us and we can take a look.",126952,126951,Baggage
S/O to @AmericanAir for randomly changing my flight back Sunday from 5:30pm to 8:30pm 🙃😡,"@144495 We're sorry to hear that, Kate. We do try to keep changes to a minimum. Please DM us your record locator if you need help with it.",126956,126955,Flight Disruption
@AmericanAir I sure did 😃 it was absolutely amazing 😃. Thank you guys so much for your #AAwesome tweet 😃. By the way..... I noticed my home airport is starting their first flight at 11am tomorrow and it is one of your planes 😃. That is just pretty awesome 😃✈️❤️💙,@135984 That is AAwesome. Have a great night.,126958,126960,Baggage
@AmericanAir You too guys 😃 have a great night and thank you for all your tweets today 😃. Have a great weekend 😃,"@135984 You too, Amanda.",126961,126962,Other / General Support
@AmericanAir Sorry I am writing this a bit late but you guys are welcome again too 😃. It is the least I can do since you guys make my day awesome every day 😃.,"@135984 We think you're pretty #AAwesome too, Amanda. Hope you had a great ThAAnksgiving.",126959,126957,Other / General Support
@AmericanAir You guys and gals are definitely welcome 😃💖,@135984 Thanks so much for taking the time to send us your very kind words!,126964,126963,Other / General Support
